,variable,tokens,count,tag
1601,France,dense,1324,country
1602,France,balanced,1285,country
1603,France,apple,1250,country
1604,France,notes,1243,country
1605,France,aftertaste,1213,country
1606,France,dark,1205,country
1607,France,concentrated,1186,country
1608,France,fine,1169,country
1609,France,freshness,1160,country
1610,France,great,1139,country
1611,France,touch,1138,country
1612,France,berry,1133,country
1613,France,shows,1116,country
1614,France,fruitiness,1115,country
1615,France,2018,1101,country
1616,France,tight,1066,country
1617,France,richness,1010,country
1618,Georgia,flavors,12,country
1619,Georgia,blend,8,country
1620,Georgia,finish,8,country
1621,Georgia,palate,7,country
1622,Georgia,soft,7,country
1623,Georgia,white,7,country
1624,Georgia,lemon,6,country
1625,Georgia,apple,5,country
1626,Georgia,apricot,5,country
1627,Georgia,bright,5,country
1628,Georgia,grapes,5,country
1629,Georgia,offers,5,country
1630,Georgia,peach,5,country
1631,Georgia,acidity,4,country
1632,Georgia,aromas,4,country
1633,Georgia,georgian,4,country
1634,Georgia,mouth,4,country
1635,Georgia,nose,4,country
1636,Georgia,blueberry,3,country
1637,Georgia,bouquet,3,country
1638,Georgia,cherry,3,country
1639,Georgia,citrus,3,country
1640,Georgia,clementine,3,country
1641,Georgia,dry,3,country
1642,Georgia,guava,3,country
1643,Georgia,notes,3,country
1644,Georgia,refreshing,3,country
1645,Georgia,rose,3,country
1646,Georgia,sense,3,country
1647,Georgia,touch,3,country
1648,Georgia,blackberry,2,country
1649,Georgia,brioche,2,country
1650,Georgia,brisk,2,country
1651,Georgia,chalkiness,2,country
1652,Georgia,champenoise,2,country
1653,Georgia,charmat,2,country
1654,Georgia,chocolate,2,country
1655,Georgia,color,2,country
1656,Georgia,floral,2,country
1657,Georgia,fresh,2,country
1658,Georgia,fruit,2,country
1659,Georgia,hint,2,country
1660,Georgia,indigenous,2,country
1661,Georgia,lavender,2,country
1662,Georgia,melon,2,country
1663,Georgia,method,2,country
1664,Georgia,minerality,2,country
1665,Georgia,méthode,2,country
1666,Georgia,native,2,country
1667,Georgia,nectarine,2,country
1668,Germany,flavors,987,country
1669,Germany,finish,921,country
1670,Germany,riesling,834,country
1671,Germany,palate,794,country
1672,Germany,acidity,793,country
1673,Germany,peach,565,country
1674,Germany,notes,540,country
1675,Germany,dry,476,country
1676,Germany,sweet,444,country
1677,Germany,mineral,422,country
1678,Germany,long,411,country
1679,Germany,tangerine,388,country
1680,Germany,lime,381,country
1681,Germany,lemon,366,country
1682,Germany,ripe,364,country
1683,Germany,fresh,357,country
1684,Germany,drink,350,country
1685,Germany,honey,345,country
1686,Germany,fruit,335,country
1687,Germany,apple,320,country
1688,Germany,nose,275,country
1689,Germany,fruity,251,country
1690,Germany,aromas,245,country
1691,Germany,offdry,242,country
1692,Germany,grapefruit,236,country
1693,Germany,juicy,236,country
1694,Germany,lend,231,country
1695,Germany,concentrated,226,country
1696,Germany,white,225,country
1697,Germany,citrus,222,country
1698,Germany,delicate,222,country
1699,Germany,style,222,country
1700,Germany,zesty,218,country
1701,Germany,crisp,208,country
1702,Germany,minerality,208,country
1703,Germany,hints,207,country
1704,Germany,balanced,202,country
1705,Germany,tones,201,country
1706,Germany,yellow,194,country
1707,Germany,intensely,191,country
1708,Germany,brisk,189,country
1709,Germany,finishes,185,country
1710,Germany,stone,184,country
1711,Germany,savory,183,country
1712,Germany,rich,176,country
1713,Germany,spice,172,country
1714,Germany,smoke,163,country
1715,Germany,apricot,160,country
1716,Germany,lingering,156,country
1717,Germany,crushed,148,country
1718,Greece,fruit,119,country
1719,Greece,red,110,country
1720,Greece,spice,106,country
1721,Greece,flavors,105,country
1722,Greece,aromas,96,country
1723,Greece,palate,92,country
1724,Greece,white,82,country
1725,Greece,blend,71,country
1726,Greece,cherry,71,country
1727,Greece,nose,62,country
1728,Greece,fresh,57,country
1729,Greece,pair,56,country
1730,Greece,citrus,52,country
1731,Greece,spicy,48,country
1732,Greece,lemon,43,country
1733,Greece,black,40,country
1734,Greece,followed,40,country
1735,Greece,vanilla,40,country
1736,Greece,balanced,38,country
1737,Greece,good,38,country
1738,Greece,offers,37,country
1739,Greece,pepper,36,country
1740,Greece,character,35,country
1741,Greece,lead,34,country
1742,Greece,dishes,33,country
1743,Greece,finish,33,country
1744,Greece,elegant,31,country
1745,Greece,start,30,country
1746,Greece,acidity,29,country
1747,Greece,touch,27,country
1748,Greece,clean,26,country
1749,Greece,exotic,26,country
1750,Greece,flowers,25,country
1751,Greece,cedar,23,country
1752,Greece,cinnamon,23,country
1753,Greece,rich,23,country
1754,Greece,tropical,23,country
1755,Greece,grilled,22,country
1756,Greece,peach,22,country
1757,Greece,floral,20,country
1758,Greece,great,20,country
1759,Greece,plum,20,country
1760,Greece,strawberry,20,country
1761,Greece,balance,19,country
1762,Greece,dry,19,country
1763,Greece,smoke,19,country
1764,Greece,starts,19,country
1765,Greece,everyday,18,country
1766,Greece,notes,17,country
1767,Greece,berry,16,country
1768,Hungary,flavors,32,country
1769,Hungary,cherry,25,country
1770,Hungary,finish,22,country
1771,Hungary,aromas,21,country
1772,Hungary,palate,17,country
1773,Hungary,black,16,country
1774,Hungary,blend,15,country
1775,Hungary,red,15,country
1776,Hungary,hungarian,14,country
1777,Hungary,peach,14,country
1778,Hungary,apricot,12,country
1779,Hungary,fresh,12,country
1780,Hungary,white,12,country
1781,Hungary,notes,10,country
1782,Hungary,pear,10,country
1783,Hungary,apple,9,country
1784,Hungary,sweet,9,country
1785,Hungary,tannins,9,country
1786,Hungary,acidity,8,country
1787,Hungary,fruit,8,country
1788,Hungary,nose,8,country
1789,Hungary,raspberry,8,country
1790,Hungary,spice,8,country
1791,Hungary,cabernet,7,country
1792,Hungary,juice,7,country
1793,Hungary,plum,7,country
1794,Hungary,vanilla,7,country
1795,Hungary,balanced,6,country
1796,Hungary,furmint,6,country
1797,Hungary,ripe,6,country
1798,Hungary,blossom,5,country
1799,Hungary,bright,5,country
1800,Hungary,clean,5,country
1801,Hungary,franc,5,country
1802,Hungary,merlot,5,country
1803,Hungary,mouth,5,country
1804,Hungary,tart,5,country
1805,Hungary,add,4,country
1806,Hungary,balance,4,country
1807,Hungary,berry,4,country
1808,Hungary,citrus,4,country
1809,Hungary,crisp,4,country
1810,Hungary,dried,4,country
1811,Hungary,dry,4,country
1812,Hungary,good,4,country
1813,Hungary,hárslevelu,4,country
1814,Hungary,lemon,4,country
1815,Hungary,minerality,4,country
1816,Hungary,pomegranate,4,country
1817,Hungary,soft,4,country
1818,India,palate,3,country
1819,India,finish,2,country
1820,India,grapefruit,2,country
1821,India,grass,2,country
1822,India,apple,1,country
1823,India,apricot,1,country
1824,India,aromas,1,country
1825,India,backed,1,country
1826,India,barely,1,country
1827,India,bright,1,country
1828,India,buds,1,country
1829,India,chopped,1,country
1830,India,citrus,1,country
1831,India,coriander,1,country
1832,India,cut,1,country
1833,India,eucalyptus,1,country
1834,India,flavors,1,country
1835,India,freshly,1,country
1836,India,fruit,1,country
1837,India,fullon,1,country
1838,India,green,1,country
1839,India,herbs,1,country
1840,India,iodine,1,country
1841,India,jolt,1,country
1842,India,justmown,1,country
1843,India,lemon,1,country
1844,India,mark,1,country
1845,India,nose,1,country
1846,India,notes,1,country
1847,India,offers,1,country
1848,India,open,1,country
1849,India,orange,1,country
1850,India,parsley,1,country
1851,India,passion,1,country
1852,India,peach,1,country
1853,India,peel,1,country
1854,India,pink,1,country
1855,India,pleasant,1,country
1856,India,prepares,1,country
1857,India,seed,1,country
1858,India,taste,1,country
1859,India,touch,1,country
1860,India,unexpected,1,country
1861,India,white,1,country
1862,India,zesty,1,country
1863,Israel,flavors,318,country
1864,Israel,finish,273,country
1865,Israel,cherry,271,country
1866,Israel,black,233,country
1867,Israel,tannins,211,country
1868,Israel,aromas,150,country
1869,Israel,palate,147,country
1870,Israel,fruit,146,country
1871,Israel,notes,131,country
1872,Israel,pepper,93,country
1873,Israel,nose,89,country
1874,Israel,soft,89,country
1875,Israel,offers,83,country
1876,Israel,plum,82,country
1877,Israel,blackberry,81,country
1878,Israel,bright,81,country
1879,Israel,bouquet,79,country
1880,Israel,spice,79,country
1881,Israel,raspberry,76,country
1882,Israel,mouth,69,country
1883,Israel,touch,66,country
1884,Israel,red,64,country
1885,Israel,acidity,61,country
1886,Israel,cassis,57,country
1887,Israel,dark,56,country
1888,Israel,blend,53,country
1889,Israel,green,52,country
1890,Israel,chocolate,51,country
1891,Israel,smooth,50,country
1892,Israel,orange,48,country
1893,Israel,meat,47,country
1894,Israel,eucalyptus,44,country
1895,Israel,vanilla,44,country
1896,Israel,cranberry,42,country
1897,Israel,blueberry,41,country
1898,Israel,sweet,41,country
1899,Israel,violet,41,country
1900,Israel,white,41,country
1901,Israel,drink,40,country
1902,Israel,peach,40,country
1903,Israel,ripe,40,country
1904,Israel,cabernet,39,country
1905,Israel,color,37,country
1906,Israel,fresh,37,country
1907,Israel,strawberry,37,country
1908,Israel,deep,36,country
1909,Israel,strong,36,country
1910,Israel,glass,35,country
1911,Israel,hint,35,country
1912,Israel,lingering,35,country
1913,Italy,aromas,6642,country
1914,Italy,palate,6130,country
1915,Italy,cherry,5459,country
1916,Italy,tannins,5408,country
1917,Italy,black,4245,country
1918,Italy,offers,3274,country
1919,Italy,fruit,3266,country
1920,Italy,spice,3196,country
1921,Italy,berry,2879,country
1922,Italy,alongside,2690,country
1923,Italy,red,2625,country
1924,Italy,drink,2563,country
1925,Italy,ripe,2244,country
1926,Italy,opens,2067,country
1927,Italy,acidity,1916,country
1928,Italy,pepper,1865,country
1929,Italy,blend,1838,country
1930,Italy,finish,1765,country
1931,Italy,dried,1759,country
1932,Italy,licorice,1755,country
1933,Italy,white,1701,country
1934,Italy,leather,1699,country
1935,Italy,delivers,1693,country
1936,Italy,firm,1678,country
1937,Italy,notes,1603,country
1938,Italy,note,1561,country
1939,Italy,plum,1491,country
1940,Italy,bright,1463,country
1941,Italy,oak,1452,country
1942,Italy,flavors,1411,country
1943,Italy,raspberry,1400,country
1944,Italy,tobacco,1389,country
1945,Italy,herb,1382,country
1946,Italy,nose,1315,country
1947,Italy,clove,1309,country
1948,Italy,sangiovese,1301,country
1949,Italy,fresh,1289,country
1950,Italy,hint,1220,country
1951,Italy,cabernet,1186,country
1952,Italy,dark,1180,country
1953,Italy,wild,1170,country
1954,Italy,shows,1157,country
1955,Italy,vanilla,1148,country
1956,Italy,espresso,1126,country
1957,Italy,whiff,1124,country
1958,Italy,juicy,1117,country
1959,Italy,lead,1114,country
1960,Italy,merlot,1041,country
1961,Italy,blackberry,1023,country
1962,Italy,sauvignon,1016,country
1963,Lebanon,flavors,26,country
1964,Lebanon,blend,20,country
1965,Lebanon,cherry,18,country
1966,Lebanon,palate,17,country
1967,Lebanon,finish,13,country
1968,Lebanon,red,13,country
1969,Lebanon,nose,12,country
1970,Lebanon,tannins,12,country
1971,Lebanon,spice,11,country
1972,Lebanon,aromas,10,country
1973,Lebanon,sauvignon,10,country
1974,Lebanon,black,9,country
1975,Lebanon,soft,9,country
1976,Lebanon,syrah,9,country
1977,Lebanon,acidity,8,country
1978,Lebanon,fruit,8,country
1979,Lebanon,ripe,8,country
1980,Lebanon,15,7,country
1981,Lebanon,cabernet,7,country
1982,Lebanon,cinsault,7,country
1983,Lebanon,grapefruit,7,country
1984,Lebanon,peach,7,country
1985,Lebanon,lemon,6,country
1986,Lebanon,offers,6,country
1987,Lebanon,orange,6,country
1988,Lebanon,notes,5,country
1989,Lebanon,30,4,country
1990,Lebanon,35,4,country
1991,Lebanon,almond,4,country
1992,Lebanon,balance,4,country
1993,Lebanon,blanc,4,country
1994,Lebanon,chardonnay,4,country
1995,Lebanon,chocolate,4,country
1996,Lebanon,color,4,country
1997,Lebanon,eye,4,country
1998,Lebanon,glass,4,country
1999,Lebanon,lebanese,4,country
2000,Lebanon,lebanon,4,country
2001,Lebanon,rich,4,country
2002,Lebanon,rosé,4,country
2003,Lebanon,viognier,4,country
2004,Lebanon,violet,4,country
2005,Lebanon,white,4,country
2006,Lebanon,40,3,country
2007,Lebanon,appeal,3,country
2008,Lebanon,apple,3,country
2009,Lebanon,berry,3,country
2010,Lebanon,blackberry,3,country
2011,Lebanon,bright,3,country
2012,Lebanon,cassis,3,country
2013,Luxembourg,lemon,5,country
2014,Luxembourg,aromas,4,country
2015,Luxembourg,flavors,4,country
2016,Luxembourg,apple,3,country
2017,Luxembourg,finish,3,country
2018,Luxembourg,bean,2,country
2019,Luxembourg,pear,2,country
2020,Luxembourg,pinot,2,country
2021,Luxembourg,pith,2,country
2022,Luxembourg,sparkling,2,country
2023,Luxembourg,vanilla,2,country
2024,Luxembourg,white,2,country
2025,Luxembourg,zest,2,country
2026,Luxembourg,10,1,country
2027,Luxembourg,40,1,country
2028,Luxembourg,50,1,country
2029,Luxembourg,auxerrois,1,country
2030,Luxembourg,baked,1,country
2031,Luxembourg,balanced,1,country
2032,Luxembourg,bartlett,1,country
2033,Luxembourg,blanc,1,country
2034,Luxembourg,blend,1,country
2035,Luxembourg,brioche,1,country
2036,Luxembourg,bubbles,1,country
2037,Luxembourg,composed,1,country
2038,Luxembourg,creamy,1,country
2039,Luxembourg,crust,1,country
2040,Luxembourg,curd,1,country
2041,Luxembourg,flakey,1,country
2042,Luxembourg,floral,1,country
2043,Luxembourg,freshly,1,country
2044,Luxembourg,fruit,1,country
2045,Luxembourg,good,1,country
2046,Luxembourg,granny,1,country
2047,Luxembourg,grapefruit,1,country
2048,Luxembourg,green,1,country
2049,Luxembourg,gris,1,country
2050,Luxembourg,juice,1,country
2051,Luxembourg,level,1,country
2052,Luxembourg,marzipan,1,country
2053,Luxembourg,mousse,1,country
2054,Luxembourg,nice,1,country
2055,Luxembourg,nicely,1,country
2056,Luxembourg,non,1,country
2057,Luxembourg,orange,1,country
2058,Luxembourg,pastry,1,country
2059,Luxembourg,persist,1,country
2060,Luxembourg,pie,1,country
2061,Luxembourg,pleasantly,1,country
2062,Luxembourg,riesling,1,country
2063,Macedonia,fruity,4,country
2064,Macedonia,spice,4,country
2065,Macedonia,flavors,3,country
2066,Macedonia,nose,3,country
2067,Macedonia,pair,3,country
2068,Macedonia,vanilla,3,country
2069,Macedonia,appealing,2,country
2070,Macedonia,aromas,2,country
2071,Macedonia,blend,2,country
2072,Macedonia,bodied,2,country
2073,Macedonia,chardonnay,2,country
2074,Macedonia,cheeses,2,country
2075,Macedonia,cherry,2,country
2076,Macedonia,fresh,2,country
2077,Macedonia,noir,2,country
2078,Macedonia,offers,2,country
2079,Macedonia,pinot,2,country
2080,Macedonia,acid,1,country
2081,Macedonia,alexander,1,country
2082,Macedonia,array,1,country
2083,Macedonia,autumn,1,country
2084,Macedonia,backed,1,country
2085,Macedonia,berries,1,country
2086,Macedonia,blackcherry,1,country
2087,Macedonia,bright,1,country
2088,Macedonia,character,1,country
2089,Macedonia,complex,1,country
2090,Macedonia,concentration,1,country
2091,Macedonia,cranberry,1,country
2092,Macedonia,dark,1,country
2093,Macedonia,day,1,country
2094,Macedonia,delivers,1,country
2095,Macedonia,doesnt,1,country
2096,Macedonia,dry,1,country
2097,Macedonia,easydrinking,1,country
2098,Macedonia,elegant,1,country
2099,Macedonia,enticing,1,country
2100,Macedonia,finish,1,country
2101,Macedonia,fish,1,country
2102,Macedonia,followed,1,country
2103,Macedonia,fruit,1,country
2104,Macedonia,fullbodied,1,country
2105,Macedonia,garnetcolored,1,country
2106,Macedonia,greatthe,1,country
2107,Macedonia,hints,1,country
2108,Macedonia,hot,1,country
2109,Macedonia,lavender,1,country
2110,Macedonia,leaf,1,country
2111,Macedonia,lot,1,country
2112,Macedonia,lush,1,country
2113,Mexico,flavors,45,country
2114,Mexico,aromas,39,country
2115,Mexico,finish,29,country
2116,Mexico,palate,18,country
2117,Mexico,berry,17,country
2118,Mexico,cherry,14,country
2119,Mexico,nose,14,country
2120,Mexico,plum,13,country
2121,Mexico,sauvignon,12,country
2122,Mexico,baked,11,country
2123,Mexico,blend,11,country
2124,Mexico,spice,11,country
2125,Mexico,apple,10,country
2126,Mexico,melon,10,country
2127,Mexico,sweet,10,country
2128,Mexico,cabernet,9,country
2129,Mexico,dry,9,country
2130,Mexico,heavy,9,country
2131,Mexico,oak,9,country
2132,Mexico,raspberry,9,country
2133,Mexico,feels,8,country
2134,Mexico,fruit,8,country
2135,Mexico,herbal,8,country
2136,Mexico,notes,8,country
2137,Mexico,blanc,7,country
2138,Mexico,chocolate,7,country
2139,Mexico,good,7,country
2140,Mexico,pear,7,country
2141,Mexico,rich,7,country
2142,Mexico,acidity,6,country
2143,Mexico,black,6,country
2144,Mexico,coffee,6,country
2145,Mexico,fiery,6,country
2146,Mexico,hard,6,country
2147,Mexico,merlot,6,country
2148,Mexico,roasted,6,country
2149,Mexico,tannins,6,country
2150,Mexico,theres,6,country
2151,Mexico,thick,6,country
2152,Mexico,touch,6,country
2153,Mexico,vanilla,6,country
2154,Mexico,blackberry,5,country
2155,Mexico,cassis,5,country
2156,Mexico,dark,5,country
2157,Mexico,earthy,5,country
2158,Mexico,finishes,5,country
2159,Mexico,flavor,5,country
2160,Mexico,fruits,5,country
2161,Mexico,green,5,country
2162,Mexico,leafy,5,country
2163,Moldova,flavors,31,country
2164,Moldova,black,29,country
2165,Moldova,aromas,25,country
2166,Moldova,finish,23,country
2167,Moldova,cherry,20,country
2168,Moldova,plum,16,country
2169,Moldova,blend,14,country
2170,Moldova,lemon,13,country
2171,Moldova,mouth,13,country
2172,Moldova,raspberry,13,country
2173,Moldova,sauvignon,12,country
2174,Moldova,vanilla,12,country
2175,Moldova,cabernet,11,country
2176,Moldova,red,11,country
2177,Moldova,palate,10,country
2178,Moldova,dried,9,country
2179,Moldova,offers,9,country
2180,Moldova,sweet,9,country
2181,Moldova,tannins,9,country
2182,Moldova,apple,8,country
2183,Moldova,neagra,8,country
2184,Moldova,nose,8,country
2185,Moldova,touch,8,country
2186,Moldova,merlot,7,country
2187,Moldova,moldovan,7,country
2188,Moldova,pineapple,7,country
2189,Moldova,rara,7,country
2190,Moldova,white,7,country
2191,Moldova,persistent,6,country
2192,Moldova,spice,6,country
2193,Moldova,5,5,country
2194,Moldova,50,5,country
2195,Moldova,fresh,5,country
2196,Moldova,fruit,5,country
2197,Moldova,malbec,5,country
2198,Moldova,peach,5,country
2199,Moldova,pie,5,country
2200,Moldova,pinot,5,country
2201,Moldova,saperavi,5,country
2202,Moldova,balanced,4,country
2203,Moldova,chocolate,4,country
2204,Moldova,crisp,4,country
2205,Moldova,dark,4,country
2206,Moldova,grapefruit,4,country
2207,Moldova,nice,4,country
2208,Moldova,plums,4,country
2209,Moldova,smoked,4,country
2210,Moldova,theres,4,country
2211,Moldova,zest,4,country
2212,Moldova,15,3,country
2213,Morocco,flavors,21,country
2214,Morocco,cherry,20,country
2215,Morocco,finish,17,country
2216,Morocco,tannins,13,country
2217,Morocco,bright,11,country
2218,Morocco,black,10,country
2219,Morocco,palate,10,country
2220,Morocco,aromas,8,country
2221,Morocco,fruit,8,country
2222,Morocco,peach,8,country
2223,Morocco,smooth,8,country
2224,Morocco,chocolate,6,country
2225,Morocco,cranberry,6,country
2226,Morocco,lead,6,country
2227,Morocco,floral,5,country
2228,Morocco,lemon,5,country
2229,Morocco,nose,5,country
2230,Morocco,petal,5,country
2231,Morocco,rose,5,country
2232,Morocco,soft,5,country
2233,Morocco,zest,5,country
2234,Morocco,blackberry,4,country
2235,Morocco,blend,4,country
2236,Morocco,bouquet,4,country
2237,Morocco,eye,4,country
2238,Morocco,hint,4,country
2239,Morocco,menthol,4,country
2240,Morocco,mouth,4,country
2241,Morocco,orange,4,country
2242,Morocco,red,4,country
2243,Morocco,savory,4,country
2244,Morocco,tart,4,country
2245,Morocco,touch,4,country
2246,Morocco,white,4,country
2247,Morocco,30,3,country
2248,Morocco,apricot,3,country
2249,Morocco,cabernet,3,country
2250,Morocco,cassis,3,country
2251,Morocco,citrus,3,country
2252,Morocco,deep,3,country
2253,Morocco,eucalyptus,3,country
2254,Morocco,features,3,country
2255,Morocco,glass,3,country
2256,Morocco,green,3,country
2257,Morocco,lingering,3,country
2258,Morocco,offers,3,country
2259,Morocco,pepper,3,country
2260,Morocco,pineapple,3,country
2261,Morocco,pomegranate,3,country
2262,Morocco,sauvignon,3,country
2263,New Zealand,finish,661,country
2264,New Zealand,fruit,605,country
2265,New Zealand,drink,494,country
2266,New Zealand,notes,455,country
2267,New Zealand,flavors,441,country
2268,New Zealand,aromas,290,country
2269,New Zealand,palate,269,country
2270,New Zealand,hints,267,country
2271,New Zealand,pinot,267,country
2272,New Zealand,cherry,245,country
2273,New Zealand,long,243,country
2274,New Zealand,sauvignon,208,country
2275,New Zealand,mediumbodied,207,country
2276,New Zealand,citrus,196,country
2277,New Zealand,slightly,190,country
2278,New Zealand,ripe,186,country
2279,New Zealand,grapefruit,172,country
2280,New Zealand,texture,171,country
2281,New Zealand,bit,161,country
2282,New Zealand,blanc,161,country
2283,New Zealand,noir,154,country
2284,New Zealand,herbal,153,country
2285,New Zealand,crisp,151,country
2286,New Zealand,tannins,149,country
2287,New Zealand,marlborough,144,country
2288,New Zealand,silky,141,country
2289,New Zealand,nose,136,country
2290,New Zealand,melon,134,country
2291,New Zealand,green,126,country
2292,New Zealand,oak,122,country
2293,New Zealand,pineapple,122,country
2294,New Zealand,medium,119,country
2295,New Zealand,style,115,country
2296,New Zealand,black,114,country
2297,New Zealand,years,104,country
2298,New Zealand,ample,100,country
2299,New Zealand,weight,98,country
2300,New Zealand,vanilla,96,country
2301,New Zealand,cherries,95,country
2302,New Zealand,stone,92,country
2303,New Zealand,passion,90,country
2304,New Zealand,spice,89,country
2305,New Zealand,dry,88,country
2306,New Zealand,tart,87,country
2307,New Zealand,fresh,85,country
2308,New Zealand,mouthwatering,84,country
2309,New Zealand,shows,84,country
2310,New Zealand,supple,84,country
2311,New Zealand,dark,81,country
2312,New Zealand,offers,81,country
2313,Peru,flavors,11,country
2314,Peru,aromas,8,country
2315,Peru,baked,5,country
2316,Peru,finish,5,country
2317,Peru,palate,5,country
2318,Peru,berry,4,country
2319,Peru,fruit,4,country
2320,Peru,mouth,4,country
2321,Peru,notes,4,country
2322,Peru,sauvignon,4,country
2323,Peru,apple,3,country
2324,Peru,citrus,3,country
2325,Peru,malbec,3,country
2326,Peru,oaky,3,country
2327,Peru,pithy,3,country
2328,Peru,plum,3,country
2329,Peru,bite,2,country
2330,Peru,blanc,2,country
2331,Peru,blend,2,country
2332,Peru,cabernet,2,country
2333,Peru,candied,2,country
2334,Peru,chocolate,2,country
2335,Peru,earthy,2,country
2336,Peru,end,2,country
2337,Peru,ham,2,country
2338,Peru,heavy,2,country
2339,Peru,hint,2,country
2340,Peru,like,2,country
2341,Peru,oak,2,country
2342,Peru,orange,2,country
2343,Peru,peruvian,2,country
2344,Peru,petit,2,country
2345,Peru,raspberry,2,country
2346,Peru,red,2,country
2347,Peru,sweet,2,country
2348,Peru,syrah,2,country
2349,Peru,tannat,2,country
2350,Peru,tannic,2,country
2351,Peru,tastes,2,country
2352,Peru,thats,2,country
2353,Peru,vanilla,2,country
2354,Peru,verdot,2,country
2355,Peru,100,1,country
2356,Peru,40,1,country
2357,Peru,60,1,country
2358,Peru,acidity,1,country
2359,Peru,acids,1,country
2360,Peru,aftertaste,1,country
2361,Peru,animal,1,country
2362,Peru,applesauce,1,country
2363,Portugal,drink,1717,country
2364,Portugal,tannins,1641,country
2365,Portugal,acidity,1329,country
2366,Portugal,fruits,1318,country
2367,Portugal,ripe,1144,country
2368,Portugal,fruit,999,country
2369,Portugal,black,909,country
2370,Portugal,rich,865,country
2371,Portugal,flavors,742,country
2372,Portugal,juicy,603,country
2373,Portugal,aging,597,country
2374,Portugal,red,584,country
2375,Portugal,wood,559,country
2376,Portugal,soft,558,country
2377,Portugal,structure,555,country
2378,Portugal,fruity,552,country
2379,Portugal,ready,536,country
2380,Portugal,firm,523,country
2381,Portugal,dark,487,country
2382,Portugal,dense,487,country
2383,Portugal,character,469,country
2384,Portugal,blend,453,country
2385,Portugal,berry,423,country
2386,Portugal,texture,410,country
2387,Portugal,structured,383,country
2388,Portugal,dry,378,country
2389,Portugal,age,356,country
2390,Portugal,spice,354,country
2391,Portugal,concentrated,345,country
2392,Portugal,fresh,329,country
2393,Portugal,touriga,307,country
2394,Portugal,2018,302,country
2395,Portugal,smooth,302,country
2396,Portugal,young,298,country
2397,Portugal,powerful,297,country
2398,Portugal,nacional,267,country
2399,Portugal,years,265,country
2400,Portugal,2017,261,country
2401,Portugal,solid,261,country
2402,Portugal,douro,257,country
2403,Portugal,light,256,country
2404,Portugal,plum,254,country
2405,Portugal,balanced,253,country
2406,Portugal,aftertaste,235,country
2407,Portugal,attractive,233,country
2408,Portugal,generous,228,country
2409,Portugal,fine,221,country
2410,Portugal,great,218,country
2411,Portugal,blackberry,217,country
2412,Portugal,crisp,217,country
2413,Romania,flavors,56,country
2414,Romania,cherry,50,country
2415,Romania,finish,38,country
2416,Romania,aromas,32,country
2417,Romania,black,32,country
2418,Romania,palate,28,country
2419,Romania,red,26,country
2420,Romania,plum,21,country
2421,Romania,nose,20,country
2422,Romania,acidity,18,country
2423,Romania,romanian,18,country
2424,Romania,tannins,17,country
2425,Romania,lemon,16,country
2426,Romania,apple,13,country
2427,Romania,notes,13,country
2428,Romania,sauvignon,13,country
2429,Romania,vanilla,13,country
2430,Romania,fruit,12,country
2431,Romania,green,12,country
2432,Romania,ripe,12,country
2433,Romania,cabernet,11,country
2434,Romania,soft,11,country
2435,Romania,balanced,10,country
2436,Romania,merlot,10,country
2437,Romania,noir,10,country
2438,Romania,pinot,10,country
2439,Romania,tart,10,country
2440,Romania,touch,10,country
2441,Romania,white,10,country
2442,Romania,bright,9,country
2443,Romania,concentrated,9,country
2444,Romania,fresh,9,country
2445,Romania,mouth,9,country
2446,Romania,offers,9,country
2447,Romania,spice,9,country
2448,Romania,berry,8,country
2449,Romania,bodied,8,country
2450,Romania,dry,8,country
2451,Romania,flowers,8,country
2452,Romania,good,7,country
2453,Romania,medium,7,country
2454,Romania,pair,7,country
2455,Romania,peach,7,country
2456,Romania,pear,7,country
2457,Romania,blanc,6,country
2458,Romania,blend,6,country
2459,Romania,bouquet,6,country
2460,Romania,chardonnay,6,country
2461,Romania,feteasca,6,country
2462,Romania,hints,6,country
2463,Serbia,finish,3,country
2464,Serbia,flavors,3,country
2465,Serbia,green,3,country
2466,Serbia,lemon,3,country
2467,Serbia,red,3,country
2468,Serbia,40,2,country
2469,Serbia,60,2,country
2470,Serbia,aromas,2,country
2471,Serbia,black,2,country
2472,Serbia,blackberry,2,country
2473,Serbia,blend,2,country
2474,Serbia,cabernet,2,country
2475,Serbia,cherry,2,country
2476,Serbia,leather,2,country
2477,Serbia,olive,2,country
2478,Serbia,palate,2,country
2479,Serbia,petrol,2,country
2480,Serbia,prokupac,2,country
2481,Serbia,sauvignon,2,country
2482,Serbia,serbian,2,country
2483,Serbia,white,2,country
2484,Serbia,aged,1,country
2485,Serbia,apple,1,country
2486,Serbia,bodied,1,country
2487,Serbia,bold,1,country
2488,Serbia,brown,1,country
2489,Serbia,colored,1,country
2490,Serbia,cranberry,1,country
2491,Serbia,custard,1,country
2492,Serbia,elegant,1,country
2493,Serbia,eucalyptus,1,country
2494,Serbia,filled,1,country
2495,Serbia,flowers,1,country
2496,Serbia,fruit,1,country
2497,Serbia,fruits,1,country
2498,Serbia,generous,1,country
2499,Serbia,gold,1,country
2500,Serbia,greet,1,country
2501,Serbia,lingering,1,country
2502,Serbia,long,1,country
2503,Serbia,medium,1,country
2504,Serbia,mouth,1,country
2505,Serbia,nose,1,country
2506,Serbia,peach,1,country
2507,Serbia,peel,1,country
2508,Serbia,pepper,1,country
2509,Serbia,pith,1,country
